scenario,mode,trip_id,vehicle_id,truck_type,route,destination,item_id,cargo_code,category,x,y,z,length,width,height,weight,original_length,original_width,original_height,orientation
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_030,B7,IV,560.0,0.0,140.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_031,B7,IV,600.0,80.0,140.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_032,B7,IV,660.0,0.0,140.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_033,B7,IV,300.0,0.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_034,B7,IV,300.0,80.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_035,B7,IV,300.0,160.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_036,B7,IV,160.0,0.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_037,B7,IV,160.0,80.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_038,B7,IV,160.0,160.0,160.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_039,B7,IV,540.0,180.0,160.0,80.0,60.0,100.0,30,100,80,60,perm3
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_040,B7,IV,620.0,180.0,160.0,80.0,60.0,100.0,30,100,80,60,perm3
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_041,B7,IV,660.0,100.0,160.0,60.0,80.0,100.0,30,100,80,60,perm5
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_042,B7,IV,400.0,0.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_043,B7,IV,400.0,100.0,180.0,60.0,100.0,80.0,30,100,80,60,perm4
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_044,B7,IV,80.0,0.0,180.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_045,B7,IV,80.0,100.0,180.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_046,B7,IV,0.0,0.0,180.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_003,HeavyEV_003,HeavyEV,S3,S3,B7_047,B7,IV,0.0,100.0,180.0,80.0,100.0,60.0,30,100,80,60,perm2
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S3,B7_048,B7,IV,0.0,0.0,0.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S3,B7_049,B7,IV,0.0,80.0,0.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S3,B7_050,B7,IV,0.0,0.0,60.0,100.0,80.0,60.0,30,100,80,60,perm0
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_018,B3,II,292.96,0.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_019,B3,II,292.96,60.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_020,B3,II,292.96,120.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_021,B3,II,242.96,0.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_022,B3,II,242.96,60.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_023,B3,II,242.96,120.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_024,B3,II,342.96,0.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_025,B3,II,342.96,60.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_026,B3,II,342.96,120.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_027,B3,II,192.96,0.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_028,B3,II,192.96,60.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_029,B3,II,192.96,120.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
q2,strict,STRICT_004,LightEV_004,LightEV,S2->S3,S2,B3_030,B3,II,142.96,0.0,0.0,50.0,60.0,40.0,25,60,50,40,xy90
